Date,Headline,Negative,Neutral,Positive
2025-02-04,No article,0.0,1.0,0.0
2025-02-05,No article,0.0,1.0,0.0
2025-02-06,No article,0.0,1.0,0.0
2025-02-07,No article,0.0,1.0,0.0
2025-02-08,No article,0.0,1.0,0.0
2025-02-09,No article,0.0,1.0,0.0
2025-02-10,No article,0.0,1.0,0.0
2025-02-11,No article,0.0,1.0,0.0
2025-02-12,No article,0.0,1.0,0.0
2025-02-13,No article,0.0,1.0,0.0
2025-02-14,No article,0.0,1.0,0.0
2025-02-15,No article,0.0,1.0,0.0
2025-02-16,No article,0.0,1.0,0.0
2025-02-17,No article,0.0,1.0,0.0
2025-02-18,No article,0.0,1.0,0.0
2025-02-19,No article,0.0,1.0,0.0
2025-02-20,No article,0.0,1.0,0.0
2025-02-21,No article,0.0,1.0,0.0
2025-02-22,No article,0.0,1.0,0.0
2025-02-23,No article,0.0,1.0,0.0
2025-02-24,No article,0.0,1.0,0.0
2025-02-25,No article,0.0,1.0,0.0
2025-02-26,No article,0.0,1.0,0.0
2025-02-27,No article,0.0,1.0,0.0
2025-02-28,No article,0.0,1.0,0.0
2025-03-01,No article,0.0,1.0,0.0
2025-03-02,No article,0.0,1.0,0.0
2025-03-03,No article,0.0,1.0,0.0
2025-03-04,No article,0.0,1.0,0.0
2025-03-05,No article,0.0,1.0,0.0
2025-03-06,No article,0.0,1.0,0.0
2025-03-07,No article,0.0,1.0,0.0
2025-03-08,No article,0.0,1.0,0.0
2025-03-09,No article,0.0,1.0,0.0
2025-03-10,No article,0.0,1.0,0.0
2025-03-11,No article,0.0,1.0,0.0
2025-03-12,No article,0.0,1.0,0.0
2025-03-13,No article,0.0,1.0,0.0
2025-03-14,No article,0.0,1.0,0.0
2025-03-15,No article,0.0,1.0,0.0
2025-03-16,No article,0.0,1.0,0.0
2025-03-17,No article,0.0,1.0,0.0
2025-03-18,No article,0.0,1.0,0.0
2025-03-19,No article,0.0,1.0,0.0
2025-03-20,No article,0.0,1.0,0.0
2025-03-21,No article,0.0,1.0,0.0
2025-03-22,No article,0.0,1.0,0.0
2025-03-23,No article,0.0,1.0,0.0
2025-03-24,No article,0.0,1.0,0.0
2025-03-25,No article,0.0,1.0,0.0
2025-03-26,No article,0.0,1.0,0.0
2025-03-27,No article,0.0,1.0,0.0
2025-03-28,No article,0.0,1.0,0.0
2025-03-29,No article,0.0,1.0,0.0
2025-03-30,No article,0.0,1.0,0.0
2025-03-31,No article,0.0,1.0,0.0
2025-04-01,No article,0.0,1.0,0.0
2025-04-02,No article,0.0,1.0,0.0
2025-04-03,No article,0.0,1.0,0.0
2025-04-04,No article,0.0,1.0,0.0
2025-04-05,No article,0.0,1.0,0.0
2025-04-06,No article,0.0,1.0,0.0
2025-04-07,No article,0.0,1.0,0.0
2025-04-08,No article,0.0,1.0,0.0
2025-04-09,No article,0.0,1.0,0.0
2025-04-10,No article,0.0,1.0,0.0
2025-04-11,No article,0.0,1.0,0.0
2025-04-12,No article,0.0,1.0,0.0
2025-04-13,No article,0.0,1.0,0.0
2025-04-14,No article,0.0,1.0,0.0
2025-04-15,No article,0.0,1.0,0.0
2025-04-16,No article,0.0,1.0,0.0
2025-04-17,No article,0.0,1.0,0.0
2025-04-18,No article,0.0,1.0,0.0
2025-04-19,No article,0.0,1.0,0.0
2025-04-20,No article,0.0,1.0,0.0
2025-04-21,No article,0.0,1.0,0.0
2025-04-22,No article,0.0,1.0,0.0
2025-04-23,No article,0.0,1.0,0.0
2025-04-24,No article,0.0,1.0,0.0
2025-04-25,No article,0.0,1.0,0.0
2025-04-26,No article,0.0,1.0,0.0
2025-04-27,No article,0.0,1.0,0.0
2025-04-28,No article,0.0,1.0,0.0
2025-04-29,No article,0.0,1.0,0.0
2025-04-30,No article,0.0,1.0,0.0
2025-05-01,No article,0.0,1.0,0.0
2025-05-02,No article,0.0,1.0,0.0
2025-05-03,No article,0.0,1.0,0.0
2025-05-04,No article,0.0,1.0,0.0
2025-05-05,No article,0.0,1.0,0.0
2025-05-06,No article,0.0,1.0,0.0
2025-05-07,On Holding AG has continued to rapidly capture market share in running shoes. Click here to read why I upgrade my rating on ONON stock to Hold.,1.5723535398137756e-06,0.9999741911888123,2.4277806005557068e-05
2025-05-07,"Vietnam's imports from Chinaand exports to the United States both reached a post-pandemicrecord in April, amid talks with Washington to reduce Hanoi'strade surplus and a crackdown on Chinese goods...",0.9999157786369324,2.3922570107970387e-05,6.0367794503690675e-05
2025-05-07,"The Dow Jones (^DJI) is made up of 30 of the most established and influential companies in the market. But even blue-chip stocks can struggle - some are dealing with slowing growth, outdated business models, or increasing competition.",0.00028189559816382825,6.599073094548658e-05,0.9996522068977356
2025-05-07,"Walt Disney, Honeywell share gains lead Dow's 234-point jump",0.3083398938179016,0.14832788705825806,0.5433321595191956
2025-05-07,"Walt Disney, Nike share gains lead Dow's 119-point jump",0.3083398938179016,0.14832788705825806,0.5433321595191956
2025-05-07,"Walt Disney, Honeywell share gains lead Dow's 229-point jump",0.3083398938179016,0.14832788705825806,0.5433321595191956
2025-05-07,"Walt Disney, Honeywell share gains contribute to Dow's 362-point climb",0.003695826278999448,0.9563689827919006,0.03993519768118858
2025-05-07,"Telsey Advisory lowered the firm’s price target on Nike (NKE) to $70 from $80 and keeps a Market Perform rating on the shares. The firm believes Nike is still several quarters away from reaching stabilization in the business, but the company is making “the right moves” to clean up its inventory, the analyst tells investors. The company, however, continues to face several structural profit headwinds, causing a lack of visibility into the company’s financial algorithm over the next few years, the",0.003012781497091055,0.8495368361473083,0.14745038747787476
2025-05-07,Hoka Maker’s Stock Is the S&P 500’s Biggest Loser. Wall Street Sees Better Days Ahead.,3.2966938761092024e-06,0.9998289346694946,0.00016770718502812088
2025-05-07,"Dow rallies nearly 200 points on gains in Walt Disney, Honeywell shares",0.0011041671968996525,0.9796448945999146,0.019250893965363503
2025-05-07,"Dow up 350 points on gains in Walt Disney, Honeywell shares",0.0004240020934958011,0.9900681972503662,0.009507895447313786
2025-05-07,"We recently published a list of The Best and Worst Dow Stocks. In this article, we are going to take a look at where NIKE, Inc. (NYSE:NKE) stands against other Dow stocks. The Dow Jones Industrial Average is a benchmark index of the top 30 companies in the US. It represents the strength of the […]",3.3350764283568424e-07,0.9998177289962769,0.00018193305004388094
2025-05-08,,2.1665433450834826e-05,0.9993910789489746,0.0005872122128494084
2025-05-08,"Recent developments in the e-commerce landscape have seen HF Foods Group Inc. launch an innovative platform aimed at enhancing accessibility to specialty products for the U.S. foodservice industry. This initiative is part of HF Foods' broader transformation plan and introduces a seamless digital experience for restaurant employees and owners to purchase goods directly. The company also unveiled a new brand identity, signifying a shift towards greater technological integration in their...",8.269576210295781e-05,0.9527515769004822,0.04716574773192406
